Country,Year,Access to electricity (% of population),Access to clean fuels for cooking,Electricity from fossil fuels (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density(Square kilometre),Land Area(Km2),Latitude,Longitude
Italy,2008,100.0,100.0,254.34,58.16,18.6112,35659.477,8.19532,-0.962012841,40778.34274,206.0,301340.0,41.87194,12.56738
Italy,2009,100.0,100.0,218.32,69.26,24.083735,33102.94,10.585501,-5.280937208,37079.75867,206.0,301340.0,41.87194,12.56738
Italy,2010,100.0,100.0,220.93,76.98,25.84002,34046.293,11.43081,1.713295839,36000.52012,206.0,301340.0,41.87194,12.56738
Italy,2011,100.0,100.0,216.78,82.96,27.67732,33284.145,12.443047,0.707333347,38599.06221,206.0,301340.0,41.87194,12.56738
Italy,2012,100.0,100.0,204.26,92.22,31.104963,32295.604,14.165737,-2.980905768,35053.52624,206.0,301340.0,41.87194,12.56738
Italy,2013,100.0,100.0,175.07,112.0,39.014874,30816.12,17.610695,-1.841065451,35549.9747,206.0,301340.0,41.87194,12.56738
Italy,2014,100.0,100.0,156.76,120.68,43.497692,29214.832,19.739761,-0.004547542,35518.41529,206.0,301340.0,41.87194,12.56738
Italy,2015,100.0,100.0,172.06,108.89,38.757786,30129.14,17.334675,0.778304351,30230.2263,206.0,301340.0,41.87194,12.56738
Italy,2016,100.0,100.0,179.19,108.01,37.607937,30305.607,17.009197,1.293462732,30939.71425,206.0,301340.0,41.87194,12.56738
Italy,2017,100.0,100.0,189.44,103.89,35.41745,30716.617,16.149738,1.667859041,32326.67421,206.0,301340.0,41.87194,12.56738
Italy,2018,100.0,100.0,172.98,114.41,39.810013,30957.242,17.727497,0.925810941,34605.26273,206.0,301340.0,41.87194,12.56738
Italy,2019,100.0,100.0,175.52,115.83,39.756306,30464.062,17.93995,0.410278294,33641.63375,206.0,301340.0,41.87194,12.56738
Italy,2020,100.0,100.0,161.17,116.9,42.039772,27763.8,19.721262,-8.9385925,31714.22095,206.0,301340.0,41.87194,12.56738
Japan,2000,100.0,100.0,578.29,104.16,41.49231,49229.383,4.8274536,2.764647551,39169.35957,347.0,377944.0,36.204824,138.252924
Japan,2001,100.0,100.0,564.95,101.36,41.767937,48662.785,4.716366,0.386103426,34406.18246,347.0,377944.0,36.204824,138.252924
Japan,2002,100.0,100.0,605.12,101.1,38.66364,48643.8,4.702637,0.041962499,32820.79364,347.0,377944.0,36.204824,138.252924
Japan,2003,100.0,100.0,633.76,114.18,35.06225,48392.92,5.3320413,1.535125499,35387.03742,347.0,377944.0,36.204824,138.252924
Japan,2004,100.0,100.0,621.6,114.73,38.127705,48887.336,5.25767,2.186115694,38298.98017,347.0,377944.0,36.204824,138.252924
Japan,2005,100.0,100.0,634.09,100.57,37.537926,49007.164,4.790323,1.803900872,37812.89502,347.0,377944.0,36.204824,138.252924
Japan,2006,100.0,100.0,628.77,112.07,39.0951,48855.34,5.3090086,1.372350128,35991.546,347.0,377944.0,36.204824,138.252924
Japan,2007,100.0,100.0,705.37,100.8,34.293114,48292.938,4.7619534,1.483969412,35779.02454,347.0,377944.0,36.204824,138.252924
Japan,2008,100.0,100.0,663.88,100.79,34.002705,47418.41,4.830859,-1.224289001,39876.30397,347.0,377944.0,36.204824,138.252924
Japan,2009,100.0,100.0,611.86,102.28,37.38577,43254.305,5.021396,-5.693236359,41308.99684,347.0,377944.0,36.204824,138.252924
Japan,2010,100.0,100.0,689.89,113.92,36.249386,46114.938,5.684884,4.097917919,44968.15623,347.0,377944.0,36.204824,138.252924
Japan,2011,100.0,100.0,777.1,116.5,25.776997,43712.98,5.733157,0.023809524,48760.07895,347.0,377944.0,36.204824,138.252924
Japan,2012,100.0,100.0,920.39,111.09,12.059049,43428.844,5.6502047,1.374750999,49145.28043,347.0,377944.0,36.204824,138.252924
Japan,2013,100.0,100.0,897.88,121.48,12.809407,43171.46,6.1299677,2.005100177,40898.6479,347.0,377944.0,36.204824,138.252924
Japan,2014,100.0,100.0,892.18,136.53,13.271962,42146.168,6.9359174,0.296205514,38475.39525,347.0,377944.0,36.204824,138.252924
Japan,2015,100.0,100.0,844.23,157.34,15.981131,41622.67,8.068797,1.560626697,34960.63938,347.0,377944.0,36.204824,138.252924
Japan,2016,100.0,100.0,832.4,157.7,17.171658,41172.285,7.9758606,0.753826746,39400.73936,347.0,377944.0,36.204824,138.252924
Japan,2017,100.0,100.0,806.12,175.12,20.106245,41783.035,8.634004,1.675331752,38891.08627,347.0,377944.0,36.204824,138.252924
Japan,2018,100.0,100.0,780.61,183.63,22.869198,41694.16,9.322305,0.558851275,39808.16856,347.0,377944.0,36.204824,138.252924
Japan,2019,100.0,100.0,735.66,192.72,25.860157,40868.688,9.565927,0.270304645,40777.6087,347.0,377944.0,36.204824,138.252924
Japan,2020,100.0,100.0,716.67,205.6,25.666662,38029.27,11.155339,-4.585508281,40193.25244,347.0,377944.0,36.204824,138.252924
Mexico,2000,98.00713,82.4,141.8,44.51,26.952402,17300.662,7.1508975,4.942453715,7157.8145,66.0,1964375.0,23.634501,-102.552784
Mexico,2001,97.13832,83.1,153.32,39.56,23.785852,16898.29,6.3393073,-0.404390127,7544.568723,66.0,1964375.0,23.634501,-102.552784
Mexico,2002,97.89709,84.1,159.81,35.67,21.944904,17044.275,5.4490385,-0.039844481,7593.137345,66.0,1964375.0,23.634501,-102.552784
Mexico,2003,97.400856,84.6,160.45,32.11,20.78108,16996.574,4.6524553,1.446382684,7075.369643,66.0,1964375.0,23.634501,-102.552784
Mexico,2004,98.5977,84.9,173.66,38.19,21.271194,17731.264,5.303242,3.92059081,7484.486399,66.0,1964375.0,23.634501,-102.552784
Mexico,2005,98.93273,85.3,178.76,42.29,22.738472,19153.719,5.473337,2.307807066,8277.671564,66.0,1964375.0,23.634501,-102.552784
Mexico,2006,99.11416,85.3,182.76,43.63,22.817688,19171.469,5.5860863,4.495077894,9068.294218,66.0,1964375.0,23.634501,-102.552784
Mexico,2007,97.91057,85.4,191.83,42.14,21.355362,19098.814,5.209547,2.291445714,9642.680517,66.0,1964375.0,23.634501,-102.552784
Mexico,2008,98.91404,85.4,184.51,53.22,25.326805,19633.797,6.696116,1.143584587,10016.57121,66.0,1964375.0,23.634501,-102.552784
Mexico,2009,98.19821,85.2,194.75,40.59,20.65594,19065.637,4.9565783,-5.285744137,8002.972178,66.0,1964375.0,23.634501,-102.552784
Mexico,2010,99.236694,85.0,207.38,51.37,21.568775,18870.824,6.283124,5.118118143,9271.398396,66.0,1964375.0,23.634501,-102.552784
Mexico,2011,99.02815,84.85,219.88,50.7,21.538681,19447.846,5.886854,3.66300793,10203.4213,66.0,1964375.0,23.634501,-102.552784
Mexico,2012,99.11163,84.6,229.14,47.2,19.529411,19349.783,5.4620795,3.642322679,10241.72783,66.0,1964375.0,23.634501,-102.552784
Mexico,2013,99.1477,84.6,231.23,44.67,19.510582,19108.69,5.06007,1.354091962,10725.18359,66.0,1964375.0,23.634501,-102.552784
Mexico,2014,99.17293,84.6,223.43,57.46,23.005617,18757.031,6.727102,2.849773255,10928.91601,66.0,1964375.0,23.634501,-102.552784
Mexico,2015,99.0,84.6,234.28,52.42,21.35088,18335.252,6.0522633,3.293151528,9616.645558,66.0,1964375.0,23.634501,-102.552784
Mexico,2016,99.5,84.8,239.78,52.97,20.869911,18538.975,6.1314926,2.630532425,8744.515559,66.0,1964375.0,23.634501,-102.552784
Mexico,2017,100.0,84.8,242.69,55.88,21.495113,18689.648,6.372722,2.113129135,9287.849587,66.0,1964375.0,23.634501,-102.552784
Mexico,2018,99.5,84.8,259.92,58.78,21.71556,18269.648,6.939361,2.194994725,9686.984927,66.0,1964375.0,23.634501,-102.552784
Mexico,2019,99.6,84.9,248.2,59.0,21.969315,17903.295,7.0507708,-0.176599456,9950.45008,66.0,1964375.0,23.634501,-102.552784
Mexico,2020,99.4,84.9,245.46,69.19,24.594496,16382.68,9.475372,-8.309034659,8329.271313,66.0,1964375.0,23.634501,-102.552784
Saudi Arabia,2000,100.0,100.0,138.68,0.0,0.0,61950.85,0.0,5.625416143,9171.331476,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2001,100.0,100.0,146.09,0.0,0.0,64399.926,0.0,-1.210743863,8684.645762,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2002,100.0,100.0,154.91,0.0,0.0,65480.074,0.0,-2.819174404,8695.396483,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2003,100.0,100.0,166.58,0.0,0.0,67781.13,0.0,11.24206139,9609.968686,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2004,100.0,100.0,173.41,0.0,0.0,71949.19,0.0,7.958441664,11185.13704,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2005,100.0,100.0,191.05,0.0,0.0,74232.79,0.0,5.573850121,13791.45476,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2006,100.0,100.0,196.31,0.0,0.0,74860.33,0.0,2.788402228,15384.73836,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2007,100.0,100.0,204.43,0.0,0.0,73638.34,0.0,1.847130252,16516.63178,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2008,100.0,100.0,204.2,0.0,0.0,77575.414,8.17e-05,6.249772755,20078.26007,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2009,100.0,100.0,217.31,0.0,0.0,77417.27,7.74e-05,-2.05924919,16113.14371,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2010,100.0,100.0,240.06,0.0,0.0,83337.16,0.000468167,5.039484027,19262.5476,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2011,100.0,100.0,250.07,0.01,0.003998721,84816.25,0.000582545,9.996846554,23745.88058,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2012,100.0,100.0,271.68,0.03,0.011041184,88062.086,0.002598472,5.411444902,25243.602,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2013,100.0,100.0,284.02,0.04,0.014081532,86753.6,0.004260368,2.699254723,24845.12466,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2014,100.0,100.0,311.81,0.05,0.016032835,91258.06,0.004248494,3.652481698,24464.21256,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2015,100.0,100.0,338.34,0.05,0.01477585,93332.54,0.004093797,4.10640887,20627.92693,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2016,99.9,100.0,337.38,0.05,0.014817889,95158.55,0.003963404,1.670624758,19878.76384,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2017,99.93,100.0,354.3,0.07,0.019753365,93054.375,0.005624967,-0.741502653,20802.46631,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2018,100.0,100.0,334.7,0.16,0.047781166,88573.47,0.013882196,2.434110781,23337.01755,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2019,100.0,100.0,335.24,0.21,0.062602475,82989.266,0.018180711,0.331435729,23139.79798,16.0,2149690.0,23.885942,45.079162
Saudi Arabia,2020,100.0,100.0,337.82,0.21,0.062124662,80309.99,0.018463893,-4.106583413,20110.31619,16.0,2149690.0,23.885942,45.079162
South Africa,2000,72.28246,55.9,181.67,1.79,7.5329566,25321.518,0.40555847,4.200000001,3374.718423,49.0,1219090.0,-30.559482,22.937506
South Africa,2001,70.2,57.8,183.36,2.46,6.706014,25228.531,0.5403345,2.7,2971.819769,49.0,1219090.0,-30.559482,22.937506
South Africa,2002,76.7,60.0,188.79,2.81,7.269512,24361.893,0.65354025,3.700374404,2797.087291,49.0,1219090.0,-30.559482,22.937506
South Africa,2003,78.8,62.1,204.39,1.19,6.3462243,26150.76,0.2989763,2.949075468,4217.11478,49.0,1219090.0,-30.559482,22.937506
South Africa,2004,80.9,64.4,212.63,1.33,6.8392916,28271.896,0.29398483,4.554559907,5409.133489,49.0,1219090.0,-30.559482,22.937506
South Africa,2005,80.8,66.8,215.23,1.75,6.103307,26508.63,0.40433392,5.277051973,6033.101491,49.0,1219090.0,-30.559482,22.937506
South Africa,2006,80.7,69.0,223.25,3.28,5.642434,26793.564,0.72594017,5.603806459,6266.533987,49.0,1219090.0,-30.559482,22.937506
South Africa,2007,82.0,71.4,232.91,1.3,5.6318626,27245.98,0.7023894,5.360474054,6780.884555,49.0,1219090.0,-30.559482,22.937506
South Africa,2008,81.9,73.5,226.32,1.66,5.9859595,28867.244,0.35045084,3.191043886,6350.65271,49.0,1219090.0,-30.559482,22.937506
South Africa,2009,82.6,75.4,218.17,1.86,5.798791,28399.283,0.38785627,-1.538089135,6532.736968,49.0,1219090.0,-30.559482,22.937506
South Africa,2010,82.9,77.1,227.57,2.51,6.342086,28247.576,0.31502998,3.039732881,8148.961202,49.0,1219090.0,-30.559482,22.937506
South Africa,2011,83.6,78.8,229.06,2.49,6.311096,27552.764,0.6983461,3.168556279,8810.930651,49.0,1219090.0,-30.559482,22.937506
South Africa,2012,85.3,80.2,226.84,1.66,5.836447,26770.203,0.3148212,2.396232385,8222.197279,49.0,1219090.0,-30.559482,22.937506
South Africa,2013,85.2,81.5,223.28,1.62,6.3854766,26525.145,0.370654,2.485468008,7467.079185,49.0,1219090.0,-30.559482,22.937506
South Africa,2014,85.9,82.65,218.42,3.38,7.668245,26411.893,0.81809825,1.413826452,6988.808739,49.0,1219090.0,-30.559482,22.937506
South Africa,2015,85.3,83.4,214.88,6.09,7.3553505,25352.562,1.2246652,1.321862237,6259.839681,49.0,1219090.0,-30.559482,22.937506
South Africa,2016,83.9,84.4,213.09,7.69,9.703801,26236.475,1.6210166,0.664552308,5756.965741,49.0,1219090.0,-30.559482,22.937506
South Africa,2017,84.4,85.2,212.77,10.04,10.563262,26033.504,2.406186,1.157946952,6690.939847,49.0,1219090.0,-30.559482,22.937506
South Africa,2018,84.7,85.7,214.25,12.22,9.610598,24742.117,2.6591578,1.487617373,7005.095413,49.0,1219090.0,-30.559482,22.937506
South Africa,2019,85.0,86.3,208.39,12.57,11.15706,25511.209,2.6449363,0.113053697,6624.761865,49.0,1219090.0,-30.559482,22.937506
South Africa,2020,84.38554,86.8,197.5,12.83,11.015995,23568.951,3.150246,-6.431974826,5655.867654,49.0,1219090.0,-30.559482,22.937506
Turkey,2000,100.0,90.1,93.17,31.16,25.062334,13486.676,10.657172,6.933239705,4337.478003,110.0,783562.0,38.963745,35.243322
Turkey,2001,100.0,90.8,97.85,24.34,19.919796,12073.247,9.108514,-5.750006555,3142.920998,110.0,783562.0,38.963745,35.243322
Turkey,2002,100.0,91.3,94.46,33.96,26.444479,13026.9795,11.535796,6.447722047,3687.956093,110.0,783562.0,38.963745,35.243322
Turkey,2003,100.0,91.7,103.96,35.56,25.487387,13613.353,11.330117,5.763206067,4760.104019,110.0,783562.0,38.963745,35.243322
Turkey,2004,99.99799,92.3,103.43,46.31,30.926939,14380.439,13.691692,9.795936389,6101.632117,110.0,783562.0,38.963745,35.243322
Turkey,2005,99.98703,92.8,121.81,39.74,24.599195,14507.764,11.418583,8.992304936,7456.296101,110.0,783562.0,38.963745,35.243322
Turkey,2006,99.960724,93.1,131.65,44.52,25.271046,15888.103,11.456921,6.947988086,8101.856924,110.0,783562.0,38.963745,35.243322
Turkey,2007,99.92317,93.4,154.95,36.46,19.048117,16664.893,8.7794895,5.043507932,9791.88245,110.0,783562.0,38.963745,35.243322
Turkey,2008,99.88086,93.7,163.89,34.42,17.356663,16521.768,8.211599,0.815024573,10941.17215,110.0,783562.0,38.963745,35.243322
Turkey,2009,99.850876,93.9,156.58,38.15,19.59123,16535.234,8.923344,-4.823153953,9103.474051,110.0,783562.0,38.963745,35.243322
Turkey,2010,100.0,94.2,155.34,55.72,26.400076,17211.758,12.280028,8.427104323,10742.77498,110.0,783562.0,38.963745,35.243322
Turkey,2011,100.0,94.3,171.19,58.09,25.335835,18146.143,11.913782,11.20011058,11420.55546,110.0,783562.0,38.963745,35.243322
Turkey,2012,100.0,94.5,174.17,65.21,27.241205,18988.32,12.522766,4.788492711,11795.63346,110.0,783562.0,38.963745,35.243322
Turkey,2013,100.0,94.7,170.65,69.22,28.857298,18532.307,13.313222,8.485816997,12614.78161,110.0,783562.0,38.963745,35.243322
Turkey,2014,100.0,94.8,199.0,52.62,20.912487,18718.594,9.769227,4.939715161,12157.99043,110.0,783562.0,38.963745,35.243322
Turkey,2015,100.0,94.9,177.64,83.65,32.014236,20173.496,14.063813,6.084486904,11006.27952,110.0,783562.0,38.963745,35.243322
Turkey,2016,100.0,95.1,183.45,90.24,32.97161,20824.393,14.479534,3.323084208,10894.60338,110.0,783562.0,38.963745,35.243322
Turkey,2017,100.0,95.2,209.19,87.24,29.43022,21773.725,13.170472,7.501997489,10589.66772,110.0,783562.0,38.963745,35.243322
Turkey,2018,100.0,95.2,206.09,97.77,32.176003,21345.375,14.846624,2.979885235,9454.348443,110.0,783562.0,38.963745,35.243322
Turkey,2019,100.0,95.2,170.53,132.26,43.680435,21973.062,19.254936,0.889585161,9121.515167,110.0,783562.0,38.963745,35.243322
Turkey,2020,100.0,95.2,177.08,128.34,42.02082,21435.07,19.15011,1.793551396,8536.43332,110.0,783562.0,38.963745,35.243322
United Kingdom,2000,100.0,100.0,279.34,9.98,25.385971,45275.645,1.1345575,3.672369105,28223.06757,281.0,243610.0,55.378051,-3.435973
United Kingdom,2001,100.0,100.0,282.72,9.56,26.061146,45559.023,1.0856745,2.072656279,27806.44882,281.0,243610.0,55.378051,-3.435973
United Kingdom,2002,100.0,100.0,285.62,11.13,25.735828,44332.9,1.2876195,2.123222773,30049.89632,281.0,243610.0,55.378051,-3.435973
United Kingdom,2003,100.0,100.0,296.15,10.62,25.112528,44750.703,1.2342336,3.029889927,34487.46757,281.0,243610.0,55.378051,-3.435973
United Kingdom,2004,100.0,100.0,297.15,14.14,24.058882,44856.6,1.6083946,2.355629762,40371.71083,281.0,243610.0,55.378051,-3.435973
United Kingdom,2005,100.0,100.0,296.87,16.93,24.922867,44937.305,1.924693,2.59328001,42132.09072,281.0,243610.0,55.378051,-3.435973
United Kingdom,2006,100.0,100.0,299.88,18.11,23.779991,44057.82,2.1163092,2.584104677,44654.09692,281.0,243610.0,55.378051,-3.435973
United Kingdom,2007,100.0,100.0,310.26,19.69,21.049417,42517.13,2.42211,2.269486875,50653.25691,281.0,243610.0,55.378051,-3.435973
United Kingdom,2008,100.0,100.0,310.5,21.85,19.317118,41451.902,2.912039,-0.239638085,47549.34863,281.0,243610.0,55.378051,-3.435973
United Kingdom,2009,100.0,100.0,278.73,25.25,25.289482,39040.56,3.545405,-4.247356266,38952.21103,281.0,243610.0,55.378051,-3.435973
United Kingdom,2010,100.0,100.0,290.59,26.18,23.308966,39540.008,3.6591299,2.131438198,39688.61497,281.0,243610.0,55.378051,-3.435973
United Kingdom,2011,100.0,100.0,260.88,35.2,28.537775,37007.074,4.891127,1.457563391,42284.88449,281.0,243610.0,55.378051,-3.435973
United Kingdom,2012,100.0,100.0,249.25,41.24,30.934633,37292.91,5.453807,1.469887521,42686.80005,281.0,243610.0,55.378051,-3.435973
United Kingdom,2013,100.0,100.0,231.56,53.21,34.84158,36881.977,6.9547257,1.890018342,43713.81412,281.0,243610.0,55.378051,-3.435973
United Kingdom,2014,100.0,100.0,206.94,64.52,38.265564,34583.77,8.877189,2.991164814,47787.2413,281.0,243610.0,55.378051,-3.435973
United Kingdom,2015,100.0,100.0,182.43,82.57,45.5985,34890.32,10.976621,2.622596679,45404.56777,281.0,243610.0,55.378051,-3.435973
United Kingdom,2016,100.0,100.0,181.56,82.99,46.009277,34296.684,11.037631,2.263463538,41499.5557,281.0,243610.0,55.378051,-3.435973
United Kingdom,2017,100.0,100.0,165.91,98.85,50.489407,34098.812,12.948246,2.134453093,40857.75558,281.0,243610.0,55.378051,-3.435973
United Kingdom,2018,100.0,100.0,155.41,110.03,52.977306,33771.496,14.526468,1.650925496,43646.95197,281.0,243610.0,55.378051,-3.435973
United Kingdom,2019,100.0,100.0,144.99,120.48,54.923054,32893.76,16.24154,1.671944197,43070.49836,281.0,243610.0,55.378051,-3.435973
United Kingdom,2020,100.0,100.0,124.78,131.74,59.403976,29425.54,20.078987,-9.396160006,41059.16881,281.0,243610.0,55.378051,-3.435973
United States,2000,100.0,100.0,2697.28,350.93,29.05815,93999.86,4.027357,4.127484017,36334.90878,36.0,9833517.0,37.09024,-95.712891
United States,2001,100.0,100.0,2678.68,280.06,28.138706,90772.18,3.421371,0.998340792,37133.24281,36.0,9833517.0,37.09024,-95.712891
United States,2002,100.0,100.0,2727.83,336.34,29.040926,91201.06,4.0155067,1.741695251,38023.16111,36.0,9833517.0,37.09024,-95.712891
United States,2003,100.0,100.0,2756.03,349.18,28.765244,90619.11,4.1800404,2.861210768,39496.48588,36.0,9833517.0,37.09024,-95.712891
United States,2004,100.0,100.0,2818.28,345.14,28.686348,91504.484,4.1015115,3.798891125,41712.80107,36.0,9833517.0,37.09024,-95.712891
United States,2005,100.0,100.0,2899.96,353.04,28.129686,90654.53,4.219231,3.513213799,44114.74778,36.0,9833517.0,37.09024,-95.712891
United States,2006,100.0,100.0,2878.56,381.16,28.870703,89067.04,4.6788607,2.854972294,46298.73144,36.0,9833517.0,37.09024,-95.712891
United States,2007,100.0,100.0,2988.24,347.91,27.865068,89395.14,4.3730087,1.876171454,47975.9677,36.0,9833517.0,37.09024,-95.712891
United States,2008,100.0,100.0,2924.21,377.11,28.808554,86378.65,5.0045505,-0.136579803,48382.55845,36.0,9833517.0,37.09024,-95.712891
United States,2009,100.0,100.0,2725.41,415.56,30.823996,81376.18,5.8000064,-2.536757067,47099.98047,36.0,9833517.0,37.09024,-95.712891
United States,2010,100.0,100.0,2882.49,424.48,29.93359,83397.48,5.8405547,2.56376656,48466.6576,36.0,9833517.0,37.09024,-95.712891
United States,2011,100.0,100.0,2788.93,509.74,31.792154,81962.36,6.8973193,1.550835505,49882.55813,36.0,9833517.0,37.09024,-95.712891
United States,2012,100.0,100.0,2779.02,492.32,31.223783,79102.34,6.886334,2.249545852,51602.93105,36.0,9833517.0,37.09024,-95.712891
United States,2013,100.0,100.0,2746.21,520.38,32.28614,80556.516,7.1346164,1.842081071,53106.53677,36.0,9833517.0,37.09024,-95.712891
United States,2014,100.0,100.0,2752.01,546.83,32.81242,80725.086,7.262891,2.525973446,55049.98833,36.0,9833517.0,37.09024,-95.712891
United States,2015,100.0,100.0,2730.32,556.49,33.14577,79317.37,7.468743,3.07551465,56863.3715,36.0,9833517.0,37.09024,-95.712891
United States,2016,100.0,100.0,2656.96,624.91,34.998875,78613.54,8.285086,1.711426774,58021.4005,36.0,9833517.0,37.09024,-95.712891
United States,2017,100.0,100.0,2540.17,707.19,37.315506,78289.01,9.082049,2.332679395,60109.65573,36.0,9833517.0,37.09024,-95.712891
United States,2018,100.0,100.0,2661.3,733.17,36.659092,80583.34,8.964939,2.996464352,63064.41841,36.0,9833517.0,37.09024,-95.712891
United States,2019,100.0,100.0,2588.21,760.76,37.75918,79489.016,9.315263,2.161176515,65279.52903,36.0,9833517.0,37.09024,-95.712891
United States,2020,100.0,100.0,2431.9,821.4,39.8518,73236.14,10.532232,-3.404591573,63593.44362,36.0,9833517.0,37.09024,-95.712891
