Country,Year,CO2 emission (Tons),Population(2022),Area(Square kilometre),proportion of global land area,Density(Square kilometre),Access to electricity (% of population),Access to clean fuels for cooking,Electricity from fossil fuels (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Latitude,Longitude,Exchange_Rate,CO2_per_capita,Energy_per_CO2,Renewable_ratio
United Kingdom,2018,77462557032.0,67508936.0,242900.0,0.002,278,100.0,100.0,155.41,110.03,52.977306,33771.496,14.526468,1.650925496,43646.95197,55.378051,-3.435973,0.749532,1147.4415332512424,29.43199720539089,0.4145192887281494
United Kingdom,2019,77831566725.0,67508936.0,242900.0,0.002,278,100.0,100.0,144.99,120.48,54.923054,32893.76,16.24154,1.671944197,43070.49836,55.378051,-3.435973,0.783445,1152.9076198890173,28.531132445083905,0.4538365917052774
United Kingdom,2020,78161145636.0,67508936.0,242900.0,0.002,278,100.0,100.0,124.78,131.74,59.403976,29425.54,20.078987,-9.396160006,41059.16881,55.378051,-3.435973,0.78,1157.7896241173169,25.41527354110954,0.5135661936691097
United States,2000,304000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2697.28,350.93,29.05815,93999.86,4.027357,4.127484017,36334.90878,37.09024,-95.712891,1.0,898.637643752943,104.60262893888164,0.1151265824861148
United States,2001,310000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2678.68,280.06,28.138706,90772.18,3.421371,0.998340792,37133.24281,37.09024,-95.712891,1.0,916.3739130375404,99.05583158638149,0.0946551572628889
United States,2002,316000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2727.83,336.34,29.040926,91201.06,4.0155067,1.741695251,38023.16111,37.09024,-95.712891,1.0,934.110182322138,97.63415679002664,0.1097654503503395
United States,2003,322000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2756.03,349.18,28.765244,90619.11,4.1800404,2.861210768,39496.48588,37.09024,-95.712891,1.0,951.8464516067356,95.20349615952568,0.112449721596929
United States,2004,328000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2818.28,345.14,28.686348,91504.484,4.1015115,3.798891125,41712.80107,37.09024,-95.712891,1.0,969.5827208913332,94.37511831469142,0.1091034386834501
United States,2005,334000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2899.96,353.04,28.129686,90654.53,4.219231,3.513213799,44114.74778,37.09024,-95.712891,1.0,987.3189901759308,91.8188861979108,0.1085275130648632
United States,2006,340000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2878.56,381.16,28.870703,89067.04,4.6788607,2.854972294,46298.73144,37.09024,-95.712891,1.0,1005.0552594605284,88.61904772062728,0.116930288491036
United States,2007,347000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2988.24,347.91,27.865068,89395.14,4.3730087,1.876171454,47975.9677,37.09024,-95.712891,1.0,1025.747573625892,87.15120785906335,0.1042848792770109
United States,2008,353000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2924.21,377.11,28.808554,86378.65,5.0045505,-0.136579803,48382.55845,37.09024,-95.712891,1.0,1043.4838429104896,82.77909676020694,0.1142300655495377
United States,2009,358000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2725.41,415.56,30.823996,81376.18,5.8000064,-2.536757067,47099.98047,37.09024,-95.712891,1.0,1058.264067314321,76.89591143968228,0.1323030783484083
United States,2010,364000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2882.49,424.48,29.93359,83397.48,5.8405547,2.56376656,48466.6576,37.09024,-95.712891,1.0,1076.0003365989185,77.50692742681417,0.1283591928563004
United States,2011,369000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2788.93,509.74,31.792154,81962.36,6.8973193,1.550835505,49882.55813,37.09024,-95.712891,1.0,1090.78056100275,75.14101637881441,0.1545289465148074
United States,2012,375000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2779.02,492.32,31.223783,79102.34,6.886334,2.249545852,51602.93105,37.09024,-95.712891,1.0,1108.5168302873474,71.35871809857434,0.1504949042288481
United States,2013,380000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2746.21,520.38,32.28614,80556.516,7.1346164,1.842081071,53106.53677,37.09024,-95.712891,1.0,1123.2970546911786,71.7143481001532,0.1593037387612158
United States,2014,386000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2752.01,546.83,32.81242,80725.086,7.262891,2.525973446,55049.98833,37.09024,-95.712891,1.0,1141.0333239757765,70.7473518115355,0.165764329279383
United States,2015,391000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2730.32,556.49,33.14577,79317.37,7.468743,3.07551465,56863.3715,37.09024,-95.712891,1.0,1155.8135483796077,68.62471037062939,0.1693100605146023
United States,2016,396000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2656.96,624.91,34.998875,78613.54,8.285086,1.711426774,58021.4005,37.09024,-95.712891,1.0,1170.593772783439,67.15697779006005,0.1904127829560586
United States,2017,401000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2540.17,707.19,37.315506,78289.01,9.082049,2.332679395,60109.65573,37.09024,-95.712891,1.0,1185.37399718727,66.0458304178842,0.2177738224280646
United States,2018,407000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2661.3,733.17,36.659092,80583.34,8.964939,2.996464352,63064.41841,37.09024,-95.712891,1.0,1203.1102664718676,66.97918074983386,0.2159895359216607
United States,2019,412000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2588.21,760.76,37.75918,79489.016,9.315263,2.161176515,65279.52903,37.09024,-95.712891,1.0,1217.890490875699,65.26778605755027,0.2271623812694649
United States,2020,417000000000.0,338289857.0,9372610.0,0.061,36,100.0,100.0,2431.9,821.4,39.8518,73236.14,10.532232,-3.404591573,63593.44362,37.09024,-95.712891,1.0,1232.6707152795302,59.41257392765463,0.2524820951034334
